s1,class1,ex1,s2,class2,ex2,score
18133047,04DT,Ex7,15110134,08CLC,Ex1,0.6689075013583011
18133047,04DT,Ex7,15110134,08CLC,Ex3,0.8795304117249507
18133047,04DT,Ex7,15110134,08CLC,Ex2,0.89850632494755
18133047,04DT,Ex7,15110134,08CLC,Ex4,0.8384093908649503
18133047,04DT,Ex7,15110353,04DT,Ex7,0.8413678486557568
18133047,04DT,Ex7,15110353,04DT,Ex5,0.8452002435512499
18133047,04DT,Ex7,15110353,04DT,Ex1,0.7361014593878518
18133047,04DT,Ex7,15110353,04DT,Ex8,0.8660376535193754
18133047,04DT,Ex7,15110353,04DT,Ex6,0.828277881777044
18133047,04DT,Ex7,15110353,04DT,Ex4,0.867659748413346
18133047,04DT,Ex7,16110253,09CLC,Ex1,0.6701231345014517
18133047,04DT,Ex7,16110253,09CLC,Ex3,0.8993512579798698
18133047,04DT,Ex7,16110253,09CLC,Ex2,0.9141285962918225
18133047,04DT,Ex7,16110253,09CLC,Ex4,0.8803381116018383
18133047,04DT,Ex7,16110261,08CLC,Ex5,0.8282413769495879
18133047,04DT,Ex7,16110261,08CLC,Ex1,0.8676702779802409
18133047,04DT,Ex7,16110261,08CLC,Ex2,0.9008994996547699
18133047,04DT,Ex7,16110261,08CLC,Ex6,0.8550502119821086
18133047,04DT,Ex7,16110261,08CLC,Ex4,0.8337737391221112
18133047,04DT,Ex7,16110585,08CLC,Ex1,0.6689580712727335
18133047,04DT,Ex7,16119045,09CLC,Ex5,0.8450184323909607
18133047,04DT,Ex7,16119045,09CLC,Ex1,0.6745405892243964
18133047,04DT,Ex7,16119045,09CLC,Ex3,0.8793937105174158
18133047,04DT,Ex7,16119045,09CLC,Ex2,0.9181954052792974
18133047,04DT,Ex7,16119045,09CLC,Ex6,0.8527439661063109
18133047,04DT,Ex7,16119045,09CLC,Ex4,0.880730945219114
18133047,04DT,Ex7,17110010,02CLC,Ex7,0.758711329314701
18133047,04DT,Ex7,17110010,02CLC,Ex5,0.7784564568262015
18133047,04DT,Ex7,17110010,02CLC,Ex1,0.6750402809423808
18133047,04DT,Ex7,17110010,02CLC,Ex3,0.7914521610125517
18133047,04DT,Ex7,17110010,02CLC,Ex8,0.7506646404580242
18133047,04DT,Ex7,17110010,02CLC,Ex2,0.8629049005278622
18133047,04DT,Ex7,17110010,02CLC,Ex6,0.7731311068586681
18133047,04DT,Ex7,17110010,02CLC,Ex4,0.7914521610125517
18133047,04DT,Ex7,17110021,01CLC,Ex2,0.8731157500296831
18133047,04DT,Ex7,17110030,01CLC,Ex7,0.8008968835760807
18133047,04DT,Ex7,17110030,01CLC,Ex5,0.799175316079415
18133047,04DT,Ex7,17110030,01CLC,Ex1,0.671396179624447
18133047,04DT,Ex7,17110030,01CLC,Ex3,0.8069387609666249
18133047,04DT,Ex7,17110030,01CLC,Ex8,0.7288866155724011
18133047,04DT,Ex7,17110030,01CLC,Ex2,0.8343503573401407
18133047,04DT,Ex7,17110030,01CLC,Ex6,0.7872370246238324
18133047,04DT,Ex7,17110030,01CLC,Ex4,0.7860190786029163
18133047,04DT,Ex7,17110033,02CLC,Ex7,0.7588610804670459
18133047,04DT,Ex7,17110033,02CLC,Ex5,0.7803520788143321
18133047,04DT,Ex7,17110033,02CLC,Ex1,0.6662458997964859
18133047,04DT,Ex7,17110033,02CLC,Ex3,0.8114584838902509
18133047,04DT,Ex7,17110033,02CLC,Ex8,0.7401642989740687
18133047,04DT,Ex7,17110033,02CLC,Ex2,0.8707646843674895
18133047,04DT,Ex7,17110033,02CLC,Ex6,0.7649651798835168
18133047,04DT,Ex7,17110033,02CLC,Ex4,0.7929459714889526
18133047,04DT,Ex7,17110048,02CLC,Ex7,0.7595391559277073
18133047,04DT,Ex7,17110048,02CLC,Ex5,0.7961792483844835
18133047,04DT,Ex7,17110048,02CLC,Ex1,0.6775321246096582
18133047,04DT,Ex7,17110048,02CLC,Ex3,0.8090540667374929
18133047,04DT,Ex7,17110048,02CLC,Ex8,0.7288866155724011
18133047,04DT,Ex7,17110048,02CLC,Ex2,0.8549112751203425
18133047,04DT,Ex7,17110048,02CLC,Ex6,0.7687440967746694
18133047,04DT,Ex7,17110048,02CLC,Ex4,0.7929459714889526
18133047,04DT,Ex7,17110049,02CLC,Ex5,0.7800364117934296
18133047,04DT,Ex7,17110049,02CLC,Ex1,0.6644333231008865
18133047,04DT,Ex7,17110049,02CLC,Ex3,0.8040299180306887
18133047,04DT,Ex7,17110049,02CLC,Ex2,0.8636280908996676
18133047,04DT,Ex7,17110049,02CLC,Ex6,0.7442794654148015
18133047,04DT,Ex7,17110049,02CLC,Ex4,0.7832631404038335
18133047,04DT,Ex7,17110059,02CLC,Ex7,0.77416085051436
18133047,04DT,Ex7,17110059,02CLC,Ex5,0.7925255229172198
18133047,04DT,Ex7,17110059,02CLC,Ex1,0.6729338839650154
18133047,04DT,Ex7,17110059,02CLC,Ex3,0.8012390190138007
18133047,04DT,Ex7,17110059,02CLC,Ex8,0.7500248117511775
18133047,04DT,Ex7,17110059,02CLC,Ex2,0.863958340883255
18133047,04DT,Ex7,17110059,02CLC,Ex6,0.7714951523261911
18133047,04DT,Ex7,17110059,02CLC,Ex4,0.7869987412639287
18133047,04DT,Ex7,17110062,02CLC,Ex7,0.8161096902087678
18133047,04DT,Ex7,17110062,02CLC,Ex5,0.7919465713202953
18133047,04DT,Ex7,17110062,02CLC,Ex1,0.6776530264001904
18133047,04DT,Ex7,17110062,02CLC,Ex3,0.8050780642600287
18133047,04DT,Ex7,17110062,02CLC,Ex8,0.7277277518466045
18133047,04DT,Ex7,17110062,02CLC,Ex2,0.8504902798505056
18133047,04DT,Ex7,17110062,02CLC,Ex6,0.8316598812367503
18133047,04DT,Ex7,17110062,02CLC,Ex4,0.7859002876485515
18133047,04DT,Ex7,17110078,02CLC,Ex7,0.8204127788745068
18133047,04DT,Ex7,17110078,02CLC,Ex5,0.7987645052525462
18133047,04DT,Ex7,17110078,02CLC,Ex1,0.6838290190733061
18133047,04DT,Ex7,17110078,02CLC,Ex3,0.8122414785240768
18133047,04DT,Ex7,17110078,02CLC,Ex8,0.73894334875402
18133047,04DT,Ex7,17110078,02CLC,Ex2,0.866152039024888
18133047,04DT,Ex7,17110078,02CLC,Ex6,0.8058499017710327
18133047,04DT,Ex7,17110078,02CLC,Ex4,0.7921478076547873
18133047,04DT,Ex7,17110080,02CLC,Ex7,0.7892006002474522
18133047,04DT,Ex7,17110080,02CLC,Ex5,0.784992901725812
18133047,04DT,Ex7,17110080,02CLC,Ex1,0.6766606606317289
18133047,04DT,Ex7,17110080,02CLC,Ex3,0.7995013372515732
18133047,04DT,Ex7,17110080,02CLC,Ex8,0.7448066548269412
18133047,04DT,Ex7,17110080,02CLC,Ex2,0.8497250720858573
18133047,04DT,Ex7,17110080,02CLC,Ex6,0.7624835165861611
18133047,04DT,Ex7,17110080,02CLC,Ex4,0.7768717012405395
18133047,04DT,Ex7,17110082,02CLC,Ex7,0.8165029003443146
18133047,04DT,Ex7,17110082,02CLC,Ex1,0.6776543492620641
18133047,04DT,Ex7,17110082,02CLC,Ex3,0.8050780642600287
18133047,04DT,Ex7,17110082,02CLC,Ex8,0.7284565452809076
18133047,04DT,Ex7,17110082,02CLC,Ex2,0.8622273802757263
18133047,04DT,Ex7,17110082,02CLC,Ex6,0.8316598812367503
18133047,04DT,Ex7,17110082,02CLC,Ex4,0.7859002876485515
18133047,04DT,Ex7,17110130,09CLC,Ex7,0.7851544076381595
18133047,04DT,Ex7,17110130,09CLC,Ex5,0.7520186365563042
18133047,04DT,Ex7,17110130,09CLC,Ex1,0.6920525836192559
18133047,04DT,Ex7,17110130,09CLC,Ex3,0.791732774406183
18133047,04DT,Ex7,17110130,09CLC,Ex8,0.7527567801081528
18133047,04DT,Ex7,17110130,09CLC,Ex2,0.8827518834464851
18133047,04DT,Ex7,17110130,09CLC,Ex6,0.7757772953423618
18133047,04DT,Ex7,17110130,09CLC,Ex4,0.769524938058133
18133047,04DT,Ex7,17110177,09CLC,Ex5,0.7733816627368509
18133047,04DT,Ex7,17110177,09CLC,Ex6,0.7887760184308481
18133047,04DT,Ex7,17110230,08CLC,Ex7,0.7851544076381595
18133047,04DT,Ex7,17110230,08CLC,Ex5,0.7666821199236438
18133047,04DT,Ex7,17110230,08CLC,Ex1,0.8287208105655427
18133047,04DT,Ex7,17110230,08CLC,Ex3,0.8316448796363104
18133047,04DT,Ex7,17110230,08CLC,Ex2,0.8964078161451552
18133047,04DT,Ex7,17110230,08CLC,Ex6,0.742667262158964
18133047,04DT,Ex7,17110230,08CLC,Ex4,0.7522766472964452
18133047,04DT,Ex7,17110901,03DT,Ex1,0.7621516186830609
18133047,04DT,Ex7,18110004,01CLC,Ex5,0.8267804290224242
18133047,04DT,Ex7,18110004,01CLC,Ex1,0.6620493413586366
18133047,04DT,Ex7,18110004,01CLC,Ex3,0.8328795696559705
18133047,04DT,Ex7,18110004,01CLC,Ex2,0.8590333027604186
18133047,04DT,Ex7,18110004,01CLC,Ex6,0.8490364022210053
18133047,04DT,Ex7,18110004,01CLC,Ex4,0.8318793534003582
