s1,class1,ex1,s2,class2,ex2,score
18110010,01CLC,Ex7,15110134,08CLC,Ex1,0.6864036301824641
18110010,01CLC,Ex7,15110134,08CLC,Ex3,0.8390995264053345
18110010,01CLC,Ex7,15110134,08CLC,Ex2,0.8360700128453501
18110010,01CLC,Ex7,15110134,08CLC,Ex4,0.7972528146523418
18110010,01CLC,Ex7,15110353,04DT,Ex7,0.8003037140211638
18110010,01CLC,Ex7,15110353,04DT,Ex5,0.8551513348970938
18110010,01CLC,Ex7,15110353,04DT,Ex1,0.6988914727192858
18110010,01CLC,Ex7,15110353,04DT,Ex8,0.8237606448308863
18110010,01CLC,Ex7,15110353,04DT,Ex6,0.7951389986718463
18110010,01CLC,Ex7,15110353,04DT,Ex4,0.800793405148116
18110010,01CLC,Ex7,16110253,09CLC,Ex1,0.6717838679635247
18110010,01CLC,Ex7,16110253,09CLC,Ex3,0.8545223219692707
18110010,01CLC,Ex7,16110253,09CLC,Ex2,0.8526038353934008
18110010,01CLC,Ex7,16110253,09CLC,Ex4,0.8426739205734446
18110010,01CLC,Ex7,16110261,08CLC,Ex5,0.8189805424968961
18110010,01CLC,Ex7,16110261,08CLC,Ex1,0.8623989908532663
18110010,01CLC,Ex7,16110261,08CLC,Ex2,0.8517450709110019
18110010,01CLC,Ex7,16110261,08CLC,Ex6,0.8222978931339935
18110010,01CLC,Ex7,16110261,08CLC,Ex4,0.8201932576966697
18110010,01CLC,Ex7,16110585,08CLC,Ex1,0.670603483915329
18110010,01CLC,Ex7,16119045,09CLC,Ex5,0.8273388265039433
18110010,01CLC,Ex7,16119045,09CLC,Ex1,0.7015617133220496
18110010,01CLC,Ex7,16119045,09CLC,Ex3,0.8508590028858652
18110010,01CLC,Ex7,16119045,09CLC,Ex2,0.856256830584572
18110010,01CLC,Ex7,16119045,09CLC,Ex6,0.8310710163895721
18110010,01CLC,Ex7,16119045,09CLC,Ex4,0.8587773137011574
18110010,01CLC,Ex7,17110010,02CLC,Ex7,0.8459077177020724
18110010,01CLC,Ex7,17110010,02CLC,Ex5,0.8618337517338139
18110010,01CLC,Ex7,17110010,02CLC,Ex1,0.681620771715627
18110010,01CLC,Ex7,17110010,02CLC,Ex3,0.871597192226312
18110010,01CLC,Ex7,17110010,02CLC,Ex8,0.7735926027641911
18110010,01CLC,Ex7,17110010,02CLC,Ex2,0.901111831866115
18110010,01CLC,Ex7,17110010,02CLC,Ex6,0.846105304848789
18110010,01CLC,Ex7,17110010,02CLC,Ex4,0.871597192226312
18110010,01CLC,Ex7,17110021,01CLC,Ex2,0.8973259598016738
18110010,01CLC,Ex7,17110030,01CLC,Ex7,0.8812349256770364
18110010,01CLC,Ex7,17110030,01CLC,Ex5,0.874589463446867
18110010,01CLC,Ex7,17110030,01CLC,Ex1,0.6765226814441565
18110010,01CLC,Ex7,17110030,01CLC,Ex3,0.8916732621080471
18110010,01CLC,Ex7,17110030,01CLC,Ex8,0.7652164993571563
18110010,01CLC,Ex7,17110030,01CLC,Ex2,0.8867139846763827
18110010,01CLC,Ex7,17110030,01CLC,Ex6,0.8715809819462536
18110010,01CLC,Ex7,17110030,01CLC,Ex4,0.8823214246515643
18110010,01CLC,Ex7,17110033,02CLC,Ex7,0.8545561784898842
18110010,01CLC,Ex7,17110033,02CLC,Ex5,0.8384204560300199
18110010,01CLC,Ex7,17110033,02CLC,Ex1,0.6738780927658081
18110010,01CLC,Ex7,17110033,02CLC,Ex3,0.8836162573209515
18110010,01CLC,Ex7,17110033,02CLC,Ex8,0.7804213958111543
18110010,01CLC,Ex7,17110033,02CLC,Ex2,0.9172708113472183
18110010,01CLC,Ex7,17110033,02CLC,Ex6,0.8387981308423555
18110010,01CLC,Ex7,17110033,02CLC,Ex4,0.8854113397598267
18110010,01CLC,Ex7,17110048,02CLC,Ex7,0.8494245375306826
18110010,01CLC,Ex7,17110048,02CLC,Ex5,0.863813404844183
18110010,01CLC,Ex7,17110048,02CLC,Ex1,0.6824600676695506
18110010,01CLC,Ex7,17110048,02CLC,Ex3,0.8792473585218996
18110010,01CLC,Ex7,17110048,02CLC,Ex8,0.7652164993571563
18110010,01CLC,Ex7,17110048,02CLC,Ex2,0.8979396981351516
18110010,01CLC,Ex7,17110048,02CLC,Ex6,0.8204712370293762
18110010,01CLC,Ex7,17110048,02CLC,Ex4,0.8854113397598267
18110010,01CLC,Ex7,17110049,02CLC,Ex5,0.8552474759789328
18110010,01CLC,Ex7,17110049,02CLC,Ex1,0.6723873312161728
18110010,01CLC,Ex7,17110049,02CLC,Ex3,0.8756754766953619
18110010,01CLC,Ex7,17110049,02CLC,Ex2,0.9092185445773748
18110010,01CLC,Ex7,17110049,02CLC,Ex6,0.7987698366898194
18110010,01CLC,Ex7,17110049,02CLC,Ex4,0.8686284027138694
18110010,01CLC,Ex7,17110059,02CLC,Ex7,0.8509532161175258
18110010,01CLC,Ex7,17110059,02CLC,Ex5,0.8830671255449647
18110010,01CLC,Ex7,17110059,02CLC,Ex1,0.6784642095721903
18110010,01CLC,Ex7,17110059,02CLC,Ex3,0.896999033835699
18110010,01CLC,Ex7,17110059,02CLC,Ex8,0.8103164262106629
18110010,01CLC,Ex7,17110059,02CLC,Ex2,0.9119106516242027
18110010,01CLC,Ex7,17110059,02CLC,Ex6,0.8393845527312335
18110010,01CLC,Ex7,17110059,02CLC,Ex4,0.8913635069909303
18110010,01CLC,Ex7,17110062,02CLC,Ex7,0.8690519054855131
18110010,01CLC,Ex7,17110062,02CLC,Ex5,0.8729966290605565
18110010,01CLC,Ex7,17110062,02CLC,Ex1,0.6843827939394749
18110010,01CLC,Ex7,17110062,02CLC,Ex3,0.887674556743531
18110010,01CLC,Ex7,17110062,02CLC,Ex8,0.7642972244763039
18110010,01CLC,Ex7,17110062,02CLC,Ex2,0.8941059119644619
18110010,01CLC,Ex7,17110062,02CLC,Ex6,0.8560226238442687
18110010,01CLC,Ex7,17110062,02CLC,Ex4,0.8833361650124575
18110010,01CLC,Ex7,17110078,02CLC,Ex7,0.8834503370563727
18110010,01CLC,Ex7,17110078,02CLC,Ex5,0.8796414019806045
18110010,01CLC,Ex7,17110078,02CLC,Ex1,0.6844769085689288
18110010,01CLC,Ex7,17110078,02CLC,Ex3,0.8825503978707375
18110010,01CLC,Ex7,17110078,02CLC,Ex8,0.7868585830997853
18110010,01CLC,Ex7,17110078,02CLC,Ex2,0.9103447191598939
18110010,01CLC,Ex7,17110078,02CLC,Ex6,0.8773908852249064
18110010,01CLC,Ex7,17110078,02CLC,Ex4,0.8779211371648507
18110010,01CLC,Ex7,17110080,02CLC,Ex7,0.899915368574253
18110010,01CLC,Ex7,17110080,02CLC,Ex5,0.8690359941473952
18110010,01CLC,Ex7,17110080,02CLC,Ex1,0.6797334889570872
18110010,01CLC,Ex7,17110080,02CLC,Ex3,0.8951681135398037
18110010,01CLC,Ex7,17110080,02CLC,Ex8,0.7815455796603624
18110010,01CLC,Ex7,17110080,02CLC,Ex2,0.897918252646923
18110010,01CLC,Ex7,17110080,02CLC,Ex6,0.8377428713988664
18110010,01CLC,Ex7,17110080,02CLC,Ex4,0.8915534136295319
18110010,01CLC,Ex7,17110082,02CLC,Ex7,0.8696131249073367
18110010,01CLC,Ex7,17110082,02CLC,Ex1,0.6843872382785334
18110010,01CLC,Ex7,17110082,02CLC,Ex3,0.887674556743531
18110010,01CLC,Ex7,17110082,02CLC,Ex8,0.7657663434813676
18110010,01CLC,Ex7,17110082,02CLC,Ex2,0.9056430444121361
18110010,01CLC,Ex7,17110082,02CLC,Ex6,0.8560226238442687
18110010,01CLC,Ex7,17110082,02CLC,Ex4,0.8833361650124575
18110010,01CLC,Ex7,17110130,09CLC,Ex7,0.7785936941421742
18110010,01CLC,Ex7,17110130,09CLC,Ex5,0.748862005800617
18110010,01CLC,Ex7,17110130,09CLC,Ex1,0.6986150811208742
18110010,01CLC,Ex7,17110130,09CLC,Ex3,0.7742781694062421
18110010,01CLC,Ex7,17110130,09CLC,Ex8,0.7464879462563097
18110010,01CLC,Ex7,17110130,09CLC,Ex2,0.8228304243978413
18110010,01CLC,Ex7,17110130,09CLC,Ex6,0.766062559952368
18110010,01CLC,Ex7,17110130,09CLC,Ex4,0.746812202886447
18110010,01CLC,Ex7,17110177,09CLC,Ex5,0.751561617857194
18110010,01CLC,Ex7,17110177,09CLC,Ex6,0.7723731790289018
18110010,01CLC,Ex7,17110230,08CLC,Ex7,0.7785936941421742
18110010,01CLC,Ex7,17110230,08CLC,Ex5,0.7768209788482636
18110010,01CLC,Ex7,17110230,08CLC,Ex1,0.8405729836605965
18110010,01CLC,Ex7,17110230,08CLC,Ex3,0.8262473769131161
18110010,01CLC,Ex7,17110230,08CLC,Ex2,0.8511343007838285
18110010,01CLC,Ex7,17110230,08CLC,Ex6,0.7407718972091514
18110010,01CLC,Ex7,17110230,08CLC,Ex4,0.7561714426196855
18110010,01CLC,Ex7,17110901,03DT,Ex1,0.7498937245718268
18110010,01CLC,Ex7,18110004,01CLC,Ex5,0.8993418924760499
18110010,01CLC,Ex7,18110004,01CLC,Ex1,0.676339872797629
18110010,01CLC,Ex7,18110004,01CLC,Ex3,0.9165524175292568
18110010,01CLC,Ex7,18110004,01CLC,Ex2,0.903228795086896
18110010,01CLC,Ex7,18110004,01CLC,Ex6,0.8660764411154153
18110010,01CLC,Ex7,18110004,01CLC,Ex4,0.9230114633275062
18110010,01CLC,Ex7,18110006,02CLC,Ex7,0.8360775568607178
18110010,01CLC,Ex7,18110006,02CLC,Ex5,0.8127318821706861
18110010,01CLC,Ex7,18110006,02CLC,Ex1,0.8532601899426916
18110010,01CLC,Ex7,18110006,02CLC,Ex3,0.8833580100999295
18110010,01CLC,Ex7,18110006,02CLC,Ex2,0.9056982696056366
18110010,01CLC,Ex7,18110006,02CLC,Ex6,0.8203150207060005
18110010,01CLC,Ex7,18110006,02CLC,Ex4,0.8504259974278253
18110010,01CLC,Ex7,18110007,02CLC,Ex7,0.8368716456108924
18110010,01CLC,Ex7,18110007,02CLC,Ex5,0.8344474789517665
18110010,01CLC,Ex7,18110007,02CLC,Ex3,0.8655423896927987
18110010,01CLC,Ex7,18110007,02CLC,Ex8,0.7975987405433349
18110010,01CLC,Ex7,18110007,02CLC,Ex6,0.8197563299682082
18110010,01CLC,Ex7,18110007,02CLC,Ex4,0.8485075810125896
18110010,01CLC,Ex7,18110010,01CLC,Ex7,1.0
18110010,01CLC,Ex7,18110010,01CLC,Ex5,0.9479814621216474
18110010,01CLC,Ex7,18110010,01CLC,Ex1,0.7135025100975201
18110010,01CLC,Ex7,18110010,01CLC,Ex3,0.9352869551206372
18110010,01CLC,Ex7,18110010,01CLC,Ex8,0.8598492874850318
18110010,01CLC,Ex7,18110010,01CLC,Ex2,0.9304578776766614
18110010,01CLC,Ex7,18110010,01CLC,Ex6,0.9750672596342423
18110010,01CLC,Ex7,18110010,01CLC,Ex4,0.9651837228635035
18110010,01CLC,Ex7,18110011,01CLC,Ex7,0.8240269132811957
18110010,01CLC,Ex7,18110011,01CLC,Ex5,0.829549669803575
18110010,01CLC,Ex7,18110011,01CLC,Ex1,0.683126965492237
18110010,01CLC,Ex7,18110011,01CLC,Ex3,0.8525205279184767
18110010,01CLC,Ex7,18110011,01CLC,Ex8,0.8277308414208477
18110010,01CLC,Ex7,18110011,01CLC,Ex2,0.8872892578010974
18110010,01CLC,Ex7,18110011,01CLC,Ex6,0.8169678327889224
18110010,01CLC,Ex7,18110011,01CLC,Ex4,0.8881695235317404
18110010,01CLC,Ex7,18110012,01CLC,Ex7,0.8793436408619195
18110010,01CLC,Ex7,18110012,01CLC,Ex5,0.8993418924760499
18110010,01CLC,Ex7,18110012,01CLC,Ex1,0.676339872797629
18110010,01CLC,Ex7,18110012,01CLC,Ex3,0.9165524175292568
18110010,01CLC,Ex7,18110012,01CLC,Ex2,0.903228795086896
18110010,01CLC,Ex7,18110012,01CLC,Ex6,0.8661963993957801
18110010,01CLC,Ex7,18110014,02CLC,Ex7,0.8368716456108924
18110010,01CLC,Ex7,18110014,02CLC,Ex5,0.8071409686703548
18110010,01CLC,Ex7,18110014,02CLC,Ex1,0.8196865010720032
18110010,01CLC,Ex7,18110014,02CLC,Ex3,0.8691230286466013
18110010,01CLC,Ex7,18110014,02CLC,Ex8,0.758043738219562
18110010,01CLC,Ex7,18110014,02CLC,Ex6,0.7934170155564234
18110010,01CLC,Ex7,18110014,02CLC,Ex4,0.8242414278432357
18110010,01CLC,Ex7,18110020,02CLC,Ex7,0.8455157328813457
18110010,01CLC,Ex7,18110020,02CLC,Ex5,0.8216473423349469
18110010,01CLC,Ex7,18110020,02CLC,Ex1,0.7134617276249393
18110010,01CLC,Ex7,18110020,02CLC,Ex3,0.8756450816341068
18110010,01CLC,Ex7,18110020,02CLC,Ex2,0.8551928640865698
18110010,01CLC,Ex7,18110020,02CLC,Ex6,0.8141840288558831
18110010,01CLC,Ex7,18110020,02CLC,Ex4,0.8224654098351797
18110010,01CLC,Ex7,18110022,02CLC,Ex7,0.8368716456108924
18110010,01CLC,Ex7,18110022,02CLC,Ex5,0.7788416424382058
18110010,01CLC,Ex7,18110022,02CLC,Ex1,0.7043599265813828
18110010,01CLC,Ex7,18110022,02CLC,Ex3,0.7745114822181867
18110010,01CLC,Ex7,18110022,02CLC,Ex8,0.7631963374882728
18110010,01CLC,Ex7,18110022,02CLC,Ex2,0.8844647503193513
18110010,01CLC,Ex7,18110022,02CLC,Ex6,0.7934170155564234
18110010,01CLC,Ex7,18110022,02CLC,Ex4,0.7867171262439928
18110010,01CLC,Ex7,18110024,02CLC,Ex7,0.8025264215189963
18110010,01CLC,Ex7,18110024,02CLC,Ex5,0.7788416424382058
18110010,01CLC,Ex7,18110024,02CLC,Ex1,0.6215525800362229
18110010,01CLC,Ex7,18110024,02CLC,Ex3,0.7388172263900439
18110010,01CLC,Ex7,18110024,02CLC,Ex2,0.8492981386370957
18110010,01CLC,Ex7,18110024,02CLC,Ex6,0.7829190559241156
18110010,01CLC,Ex7,18110024,02CLC,Ex4,0.8242414278432357
18110010,01CLC,Ex7,18110027,02CLC,Ex7,0.8368716456108924
18110010,01CLC,Ex7,18110027,02CLC,Ex5,0.7882809125101615
18110010,01CLC,Ex7,18110027,02CLC,Ex1,0.6906211222859396
18110010,01CLC,Ex7,18110027,02CLC,Ex3,0.7774526920631855
18110010,01CLC,Ex7,18110027,02CLC,Ex8,0.7631963374882728
18110010,01CLC,Ex7,18110027,02CLC,Ex2,0.9056982696056366
18110010,01CLC,Ex7,18110027,02CLC,Ex6,0.7934170155564234
18110010,01CLC,Ex7,18110027,02CLC,Ex4,0.7867171262439928
18110010,01CLC,Ex7,18110028,01CLC,Ex7,0.8025264215189963
18110010,01CLC,Ex7,18110028,01CLC,Ex5,0.7890888967622931
18110010,01CLC,Ex7,18110028,01CLC,Ex1,0.6990941266218821
18110010,01CLC,Ex7,18110028,01CLC,Ex3,0.8296871505199223
18110010,01CLC,Ex7,18110028,01CLC,Ex8,0.7615554204320206
18110010,01CLC,Ex7,18110028,01CLC,Ex2,0.8600761957028333
18110010,01CLC,Ex7,18110028,01CLC,Ex6,0.7829190559241156
18110010,01CLC,Ex7,18110028,01CLC,Ex4,0.8042837235871263
18110010,01CLC,Ex7,18110029,02CLC,Ex7,0.8136698985451942
18110010,01CLC,Ex7,18110029,02CLC,Ex5,0.8783019448512167
18110010,01CLC,Ex7,18110029,02CLC,Ex1,0.6860779161286202
18110010,01CLC,Ex7,18110029,02CLC,Ex3,0.9143446220996532
18110010,01CLC,Ex7,18110029,02CLC,Ex8,0.8006268381540265
18110010,01CLC,Ex7,18110029,02CLC,Ex2,0.9060995265459403
18110010,01CLC,Ex7,18110029,02CLC,Ex6,0.7842777336607436
18110010,01CLC,Ex7,18110029,02CLC,Ex4,0.8989481289278377
18110010,01CLC,Ex7,18110031,02CLC,Ex7,0.8368716456108924
18110010,01CLC,Ex7,18110031,02CLC,Ex5,0.7864422177615231
18110010,01CLC,Ex7,18110031,02CLC,Ex1,0.8245110655060182
18110010,01CLC,Ex7,18110031,02CLC,Ex3,0.8802030787925528
18110010,01CLC,Ex7,18110031,02CLC,Ex8,0.7631963374882728
18110010,01CLC,Ex7,18110031,02CLC,Ex2,0.8844647503193513
18110010,01CLC,Ex7,18110031,02CLC,Ex6,0.7934170155564234
18110010,01CLC,Ex7,18110031,02CLC,Ex4,0.8271076118244844
18110010,01CLC,Ex7,18110033,01CLC,Ex7,0.8803280788253111
18110010,01CLC,Ex7,18110033,01CLC,Ex5,0.8620344116478353
18110010,01CLC,Ex7,18110033,01CLC,Ex1,0.8410785496234894
18110010,01CLC,Ex7,18110033,01CLC,Ex3,0.8863214393456776
18110010,01CLC,Ex7,18110033,01CLC,Ex8,0.8150871745610642
18110010,01CLC,Ex7,18110033,01CLC,Ex2,0.8940393110600914
18110010,01CLC,Ex7,18110033,01CLC,Ex6,0.8669942188365706
18110010,01CLC,Ex7,18110033,01CLC,Ex4,0.8042837235871263
18110010,01CLC,Ex7,18110039,01CLC,Ex5,0.850720112173878
18110010,01CLC,Ex7,18110039,01CLC,Ex1,0.6013369518413878
18110010,01CLC,Ex7,18110039,01CLC,Ex3,0.9038201311230659
18110010,01CLC,Ex7,18110039,01CLC,Ex2,0.8727211973496846
18110010,01CLC,Ex7,18110039,01CLC,Ex6,0.8499066979308759
18110010,01CLC,Ex7,18110039,01CLC,Ex4,0.8654029638929801
18110010,01CLC,Ex7,18110041,02CLC,Ex7,0.8250682945624214
18110010,01CLC,Ex7,18110041,02CLC,Ex5,0.8063301013088694
18110010,01CLC,Ex7,18110041,02CLC,Ex1,0.6882143216974596
18110010,01CLC,Ex7,18110041,02CLC,Ex3,0.8389397182247855
18110010,01CLC,Ex7,18110041,02CLC,Ex8,0.7065664105415345
18110010,01CLC,Ex7,18110041,02CLC,Ex2,0.8688376587170821
18110010,01CLC,Ex7,18110041,02CLC,Ex6,0.7998917944108447
18110010,01CLC,Ex7,18110041,02CLC,Ex4,0.8428132301118193
18110010,01CLC,Ex7,18110043,02CLC,Ex1,0.6758776460279966
18110010,01CLC,Ex7,18110043,02CLC,Ex3,0.891523292878779
18110010,01CLC,Ex7,18110043,02CLC,Ex2,0.8885431135339397
18110010,01CLC,Ex7,18110050,02CLC,Ex7,0.8770613589861097
18110010,01CLC,Ex7,18110050,02CLC,Ex5,0.8676914438605309
18110010,01CLC,Ex7,18110050,02CLC,Ex1,0.6886812525637009
18110010,01CLC,Ex7,18110050,02CLC,Ex3,0.8536057944955497
18110010,01CLC,Ex7,18110050,02CLC,Ex8,0.8004868721855538
18110010,01CLC,Ex7,18110050,02CLC,Ex2,0.8759630495502103
18110010,01CLC,Ex7,18110050,02CLC,Ex6,0.8587670067484064
18110010,01CLC,Ex7,18110050,02CLC,Ex4,0.8709618516590284
