s1,class1,ex1,s2,class2,ex2,score
18133062,03DT,Ex7,15110134,08CLC,Ex1,0.6612459706499222
18133062,03DT,Ex7,15110134,08CLC,Ex3,0.8257447595105452
18133062,03DT,Ex7,15110134,08CLC,Ex2,0.8371643182936679
18133062,03DT,Ex7,15110134,08CLC,Ex4,0.8024776650197578
18133062,03DT,Ex7,15110353,04DT,Ex7,0.8369943267282318
18133062,03DT,Ex7,15110353,04DT,Ex5,0.842730274987877
18133062,03DT,Ex7,15110353,04DT,Ex1,0.7322445698082447
18133062,03DT,Ex7,15110353,04DT,Ex8,0.8631069519535544
18133062,03DT,Ex7,15110353,04DT,Ex6,0.8237049302389455
18133062,03DT,Ex7,15110353,04DT,Ex4,0.8108579088341106
18133062,03DT,Ex7,16110253,09CLC,Ex1,0.6521807429055835
18133062,03DT,Ex7,16110253,09CLC,Ex3,0.8505519244074822
18133062,03DT,Ex7,16110253,09CLC,Ex2,0.8602617000832277
18133062,03DT,Ex7,16110253,09CLC,Ex4,0.839385227872691
18133062,03DT,Ex7,16110261,08CLC,Ex5,0.8048773633902062
18133062,03DT,Ex7,16110261,08CLC,Ex1,0.874680829319087
18133062,03DT,Ex7,16110261,08CLC,Ex2,0.857277436845604
18133062,03DT,Ex7,16110261,08CLC,Ex6,0.841019960444535
18133062,03DT,Ex7,16110261,08CLC,Ex4,0.7858234331782522
18133062,03DT,Ex7,16110585,08CLC,Ex1,0.6513415004971416
18133062,03DT,Ex7,16119045,09CLC,Ex5,0.8288860089060935
18133062,03DT,Ex7,16119045,09CLC,Ex1,0.6710515280679471
18133062,03DT,Ex7,16119045,09CLC,Ex3,0.8474003269391901
18133062,03DT,Ex7,16119045,09CLC,Ex2,0.8678071868706898
18133062,03DT,Ex7,16119045,09CLC,Ex6,0.8518826106874859
18133062,03DT,Ex7,16119045,09CLC,Ex4,0.8424026783808921
18133062,03DT,Ex7,17110010,02CLC,Ex7,0.7681887307984929
18133062,03DT,Ex7,17110010,02CLC,Ex5,0.8056122573491719
18133062,03DT,Ex7,17110010,02CLC,Ex1,0.6891857131698428
18133062,03DT,Ex7,17110010,02CLC,Ex3,0.7955875172574296
18133062,03DT,Ex7,17110010,02CLC,Ex8,0.759019353560039
18133062,03DT,Ex7,17110010,02CLC,Ex2,0.8531240995030805
18133062,03DT,Ex7,17110010,02CLC,Ex6,0.7971035139915537
18133062,03DT,Ex7,17110010,02CLC,Ex4,0.7955875172574296
18133062,03DT,Ex7,17110021,01CLC,Ex2,0.8696846719831228
18133062,03DT,Ex7,17110030,01CLC,Ex7,0.819506684613639
18133062,03DT,Ex7,17110030,01CLC,Ex5,0.8095446315838054
18133062,03DT,Ex7,17110030,01CLC,Ex1,0.6822290113422929
18133062,03DT,Ex7,17110030,01CLC,Ex3,0.8042619080757195
18133062,03DT,Ex7,17110030,01CLC,Ex8,0.7365347021062609
18133062,03DT,Ex7,17110030,01CLC,Ex2,0.8080817295069044
18133062,03DT,Ex7,17110030,01CLC,Ex6,0.8000549690954851
18133062,03DT,Ex7,17110030,01CLC,Ex4,0.7824234061858111
18133062,03DT,Ex7,17110033,02CLC,Ex7,0.7906098658485072
18133062,03DT,Ex7,17110033,02CLC,Ex5,0.7870295559487692
18133062,03DT,Ex7,17110033,02CLC,Ex1,0.6771488617147718
18133062,03DT,Ex7,17110033,02CLC,Ex3,0.8077837766872512
18133062,03DT,Ex7,17110033,02CLC,Ex8,0.7513360305345438
18133062,03DT,Ex7,17110033,02CLC,Ex2,0.87735476857656
18133062,03DT,Ex7,17110033,02CLC,Ex6,0.7978327478353794
